student_id,student_first_name,student_middle_name,student_last_name,student_mother_name,student_class,student_section,student_Mob_No,student_email_id,student_section_duplicate,student_aadhar_card_no,student_college_name,student_department_name,student_status,student_grade,student_address,student_address_postal_code,student_city_name,student_state_name,student_country_name
4074,Adam,Linda,Barber,Jill,Class 11,F,2216732820,adam.barber9323@example.com,F,063878701526,Global Institute,Physics,Inactive,A,166 Abigail Wells Apt. 700,49454,Cooperville,New Jersey,Iran
4075,Michael,Christopher,Smith,Tina,Class 5,D,6226521693,michael.smith9708@example.com,D,728081490565,Modern Academy,Electrical,Active,B,0801 Stacey Trafficway,61068,Mataview,Massachusetts,Micronesia
4076,Brenda,Anthony,Garcia,Donna,Class 2,C,7799567652,brenda.garcia8402@example.com,C,881707048671,Modern Academy,Biotech,Inactive,E,095 Brown Unions Apt. 822,45603,Josephtown,Ohio,Central African Republic
4077,Michele,Martin,Allen,Katrina,Class 1,F,9650285114,michele.allen3608@example.com,F,129219219173,Modern Academy,Mechanical,Active,C,58401 Jackson Roads Suite 140,64378,West Jared,Nevada,Senegal
4078,Kathleen,Gina,Martinez,Margaret,Class 8,G,1503450843,kathleen.martinez5262@example.com,G,306890339873,Global Institute,Mathematics,Active,B,354 Roberts Park,39374,East Kevin,North Carolina,Mozambique
4079,Ronald,Lauren,Reed,Shirley,Class 7,A,5605300145,ronald.reed6558@example.com,A,485686229322,Global Institute,Mathematics,Active,E,531 Patrick Crossroad,12134,Allisonview,Iowa,Marshall Islands
4080,Samantha,Nicole,Gonzales,Erin,Class 3,D,2125861964,samantha.gonzales7672@example.com,D,859982326260,Tech University,Mechanical,Graduated,C,132 Haynes Summit Apt. 728,93539,Lake Jason,Montana,Uganda
4081,Robert,Lisa,Martin,Andrea,Class 7,E,3519740462,robert.martin4211@example.com,E,772828109821,City College,Physics,Active,A,11022 Andrews Ramp,37677,West Michael,Alabama,South Africa
4082,Steven,Megan,Cunningham,Christina,Class 3,C,0460578278,steven.cunningham2076@example.com,C,125689699582,Modern Academy,Civil,Active,D,33040 Daniel Groves Suite 223,26587,North Devinstad,Hawaii,Czech Republic
4083,Rachel,Andrea,Schultz,Kimberly,Class 4,A,1273092334,rachel.schultz4660@example.com,A,649173540661,Tech University,Biotech,Active,C,0115 Harris Underpass,07626,Lisatown,New Mexico,Nicaragua
4084,Tonya,Angela,Pugh,Jennifer,Class 1,B,1816541606,tonya.pugh8669@example.com,B,494551416659,City College,Mathematics,Graduated,D,177 Chung Groves,34759,North Jeff,West Virginia,Falkland Islands (Malvinas)
4085,Robin,Justin,Townsend,Nicole,Class 6,E,9541584850,robin.townsend212@example.com,E,475064359958,Modern Academy,Physics,Graduated,C,29455 Rachael Rapids Suite 095,53241,West Christopherberg,Rhode Island,Cuba
4086,Brian,Mark,Ramirez,Madison,Class 4,F,8300597652,brian.ramirez6431@example.com,F,400122088354,National College,Electrical,Active,D,725 Heather Plain,00837,Josehaven,Alaska,Czech Republic
4087,Krista,Natalie,Scott,Ashley,Class 12,A,4792005326,krista.scott7590@example.com,A,830064791167,City College,Physics,Graduated,D,040 Wells Squares,93466,Port Alex,Pennsylvania,Sao Tome and Principe
4088,Ryan,Brittany,Perkins,Heather,Class 6,F,8980294705,ryan.perkins6587@example.com,F,927101361147,Tech University,Civil,Graduated,C,664 Anthony Park,63066,Lake Christian,Utah,French Polynesia
4089,Justin,Arthur,Nguyen,Jennifer,Class 8,B,2869791478,justin.nguyen9368@example.com,B,536308926919,Tech University,Mathematics,Active,B,67999 Nelson Lake,20885,New Eric,Arkansas,Antigua and Barbuda
4090,Michael,Jeremiah,Sampson,Brianna,Class 1,C,9767157672,michael.sampson719@example.com,C,142002324627,Tech University,Computer Science,Active,B,060 Jacob Crossroad,47831,Cynthiaside,West Virginia,Papua New Guinea
4091,Dale,Jonathan,Douglas,Melissa,Class 1,H,4900064778,dale.douglas8892@example.com,H,368934394714,City College,Mechanical,Graduated,E,30386 Jessica Station Suite 327,12333,Chelseaport,Minnesota,Burkina Faso
4092,Jonathan,Shelley,Flores,Aimee,Class 4,A,3911508229,jonathan.flores3949@example.com,A,105710861298,National College,Mechanical,Inactive,B,061 Phillips Prairie,77637,New Charlesburgh,Virginia,Isle of Man
4093,Henry,Nicholas,Bullock,Brittany,Class 7,A,8466885444,henry.bullock1825@example.com,A,649488690124,City College,Biotech,Graduated,D,60929 Jones Stravenue,36863,South Daniel,Kansas,Norfolk Island
4094,David,Ashley,Thornton,Crystal,Class 8,B,4118153837,david.thornton9764@example.com,B,245350161424,City College,Electrical,Active,D,996 Thompson Meadow,28491,Andreville,Mississippi,Western Sahara
4095,Michele,Gina,Miller,Kimberly,Class 7,F,9973775118,michele.miller4073@example.com,F,787795306624,Global Institute,Computer Science,Graduated,D,8402 Dickson Port,70010,Kingchester,Wisconsin,Colombia
4096,Cody,Tina,Levy,Jennifer,Class 4,C,4332745680,cody.levy2155@example.com,C,038072477029,Global Institute,Computer Science,Inactive,B,592 Jeremy Track Apt. 565,67469,Port Sandra,Delaware,Bolivia
4097,Joseph,Jennifer,Taylor,Tina,Class 7,H,6163476057,joseph.taylor4465@example.com,H,640162912070,National College,Computer Science,Graduated,E,51161 Eric Pine,75219,New Travismouth,Oklahoma,Honduras
4098,Erin,Arthur,Lamb,Jessica,Class 7,H,0219689889,erin.lamb260@example.com,H,845313723368,Global Institute,Electrical,Inactive,D,49527 James Shoal,48131,North Frank,South Carolina,Switzerland
4099,Amanda,Haley,Henderson,Rachel,Class 8,D,3304861953,amanda.henderson3654@example.com,D,822923767230,National College,Physics,Graduated,A,2463 Daniel Neck,30279,Port Ryanside,Virginia,Martinique
4100,David,Lori,Coleman,Teresa,Class 12,B,4209838605,david.coleman3610@example.com,B,940785780377,City College,Mechanical,Inactive,B,79213 David Dam Suite 231,26001,Clarkmouth,Connecticut,Portugal
4101,Meghan,Arthur,Smith,Lisa,Class 1,B,0689774600,meghan.smith1159@example.com,B,936727529301,National College,Biotech,Active,A,24396 Adams Mountains,14274,New Eddieville,Wyoming,Morocco
4102,Erica,Michael,Sanchez,Janice,Class 11,B,6123790413,erica.sanchez904@example.com,B,491891848798,City College,Civil,Active,C,6423 Timothy Knoll Suite 896,14203,West Alexander,Missouri,Cape Verde
4103,Christian,Manuel,Roberts,Amber,Class 12,B,1614580044,christian.roberts6312@example.com,B,845406859028,Tech University,Mechanical,Active,B,184 Sharon Port Suite 482,22138,Jamesland,Hawaii,Brunei Darussalam
4104,Christopher,Jennifer,Alexander,Bonnie,Class 3,C,6329925302,christopher.alexander7176@example.com,C,403215148014,Tech University,Mechanical,Graduated,C,68375 Matthew Drive,69327,Lake Nicholasfort,Nebraska,Palestinian Territory
4105,Daniel,Zachary,Boyer,Caitlyn,Class 8,D,4429951259,daniel.boyer5624@example.com,D,576822219273,National College,Computer Science,Inactive,B,3794 Flores Lodge Suite 465,46078,West Janice,Texas,Benin
4106,Miguel,Matthew,Craig,Stephanie,Class 8,F,3629416605,miguel.craig8986@example.com,F,613103352186,Tech University,Computer Science,Graduated,B,1391 John Rapid,50215,Port Debraport,Nebraska,Malta
4107,Brianna,Theresa,Krueger,Amy,Class 7,H,2639427638,brianna.krueger2008@example.com,H,200021827577,Global Institute,Civil,Inactive,C,36142 Smith Summit,84595,Burchstad,Minnesota,Timor-Leste
4108,Olivia,Jesus,Woods,Connie,Class 3,A,9911119901,olivia.woods3900@example.com,A,246608378671,City College,Biotech,Active,A,70667 Brewer Parkway,92384,East Jenniferhaven,Utah,United Arab Emirates
4109,Christopher,Christopher,Stevens,Heather,Class 2,D,5757137799,christopher.stevens2454@example.com,D,440211276047,Global Institute,Civil,Inactive,C,51602 Perez Corner,21198,East Anthony,Missouri,Aruba
4110,Marcia,Samantha,Hayes,Sherry,Class 4,A,3537872899,marcia.hayes6196@example.com,A,784152784128,Modern Academy,Civil,Active,B,779 Davila Pass Suite 508,64552,Wolfburgh,Washington,Kiribati
4111,Christopher,Christian,Sharp,Mary,Class 6,D,1955276276,christopher.sharp6684@example.com,D,236992305065,Global Institute,Computer Science,Inactive,C,6083 Howard Inlet Suite 998,64732,East Jamesland,North Dakota,Colombia
4112,Cynthia,Ricardo,Khan,Sara,Class 12,G,9196696237,cynthia.khan5812@example.com,G,304401831888,National College,Physics,Graduated,D,9954 Robertson Squares,79762,Hintonside,Nevada,British Virgin Islands
4113,Barbara,John,Potter,Brenda,Class 9,F,3943546668,barbara.potter6710@example.com,F,928382025758,Tech University,Physics,Inactive,D,9587 Sara Trafficway,32424,North Christopher,Missouri,New Zealand
4114,Christina,Lisa,Houston,Kelsey,Class 8,H,9554986869,christina.houston2332@example.com,H,842807136469,Tech University,Mathematics,Inactive,D,19433 Gonzalez Ferry Apt. 529,06525,Karenchester,Idaho,Suriname
4115,Derrick,John,Ochoa,Bonnie,Class 9,D,5857331415,derrick.ochoa7657@example.com,D,264309809982,City College,Mechanical,Active,B,82496 Graham Center,97172,West Luiston,Alabama,China
4116,Andrea,Robin,Melendez,Jessica,Class 5,C,3906001980,andrea.melendez7898@example.com,C,800115816169,City College,Biotech,Inactive,B,497 Flores Spur,02316,North Dawn,Pennsylvania,Reunion
4117,Johnny,Heather,Chambers,Nicole,Class 9,E,5342541954,johnny.chambers2135@example.com,E,652359954558,Modern Academy,Civil,Graduated,A,4441 Teresa Villages Suite 430,27844,Autumnchester,Illinois,Kiribati
4118,Darrell,Amber,Hughes,Leslie,Class 12,B,6159366371,darrell.hughes7835@example.com,B,835816765059,Global Institute,Biotech,Inactive,A,4700 Davis Ramp Suite 276,32125,Weberchester,Delaware,Burkina Faso
4119,Shane,Samantha,Torres,Beth,Class 12,G,7203491147,shane.torres8959@example.com,G,486887592490,Modern Academy,Electrical,Inactive,D,1257 Wilkins Avenue Suite 987,03768,Woodwardmouth,Washington,Central African Republic
4120,John,Courtney,Christensen,Diane,Class 11,B,0727711465,john.christensen8431@example.com,B,583708911977,National College,Computer Science,Inactive,E,68042 Brown Stravenue Apt. 821,56237,South Melissastad,Montana,Isle of Man
4121,Caleb,Kristina,White,Kelly,Class 1,E,3107300714,caleb.white7163@example.com,E,061570048038,City College,Mechanical,Graduated,B,829 Wiley Throughway,97753,Lake Colleen,Oklahoma,Rwanda
4122,Joyce,Tammy,Erickson,Jacqueline,Class 2,A,8876671934,joyce.erickson7274@example.com,A,806316419573,City College,Mechanical,Inactive,A,889 Hanson Hills,14633,West Nancyhaven,Missouri,Costa Rica
4123,Matthew,Beverly,Mullins,Wendy,Class 5,G,1846027754,matthew.mullins528@example.com,G,559784666172,Global Institute,Mechanical,Graduated,E,18698 Chad Shoal Apt. 853,36167,East Kevin,Washington,Zimbabwe
4124,Edward,Bryan,Miller,Sharon,Class 10,A,3098950924,edward.miller5888@example.com,A,576899735821,City College,Electrical,Graduated,C,199 Marisa Springs Suite 337,18631,East Connorport,Colorado,Bulgaria
4125,Roberto,Melissa,Bowen,Jennifer,Class 4,E,8739159746,roberto.bowen5580@example.com,E,715344230724,Modern Academy,Mathematics,Active,B,14831 Beard Path,73113,Port James,Alaska,Kazakhstan
4126,Andrea,Howard,Vargas,Lori,Class 4,D,5826588094,andrea.vargas6466@example.com,D,672041988869,Tech University,Biotech,Inactive,B,6395 Caleb Canyon Suite 865,55294,New Jacquelineshire,Florida,Sierra Leone
4127,Kelly,Sheila,Webb,Rachel,Class 3,D,2089893852,kelly.webb7107@example.com,D,957324924770,Global Institute,Biotech,Active,E,069 Daniels Manor,65498,New Anthonyburgh,Vermont,Palau
4128,Leslie,Daniel,Huber,Suzanne,Class 9,B,3120104819,leslie.huber9898@example.com,B,527848794283,National College,Mechanical,Active,D,7628 Andrew Trafficway,18856,New Lisa,Virginia,United States Virgin Islands
4129,Amanda,Dale,Harrington,Nichole,Class 12,D,6674509808,amanda.harrington8926@example.com,D,349556704125,National College,Computer Science,Graduated,A,876 Peterson Ports Apt. 146,09035,North Colin,Maine,Nicaragua
4130,Nathan,Christopher,Douglas,Emily,Class 12,H,1633478417,nathan.douglas9065@example.com,H,087398207128,National College,Civil,Active,C,09099 Gonzalez Islands Suite 725,11935,Lake Michelle,Illinois,Nigeria
