student_id,student_first_name,student_middle_name,student_last_name,student_mother_name,student_class,student_section,student_Mob_No,student_email_id,student_section_duplicate,student_aadhar_card_no,student_college_name,student_department_name,student_status,student_grade,student_address,student_address_postal_code,student_city_name,student_state_name,student_country_name
8011,Kayla,Autumn,Moreno,Rebecca,Class 1,B,7657404707,kayla.moreno6673@example.com,B,659073451724,National College,Mechanical,Active,E,914 Reed Union,82231,Kevinbury,Wyoming,Congo
8012,James,Travis,Johnson,Jennifer,Class 10,H,8977595170,james.johnson2149@example.com,H,320421973034,Tech University,Biotech,Inactive,B,00912 Vincent Wells Suite 903,21680,Danielside,California,Paraguay
8013,Nichole,Toni,Alexander,Rebecca,Class 10,B,1393314105,nichole.alexander7168@example.com,B,535659924924,Tech University,Electrical,Active,B,6507 Kelsey Ridges Suite 045,68433,New Taylor,Colorado,Barbados
8014,Thomas,Audrey,Marshall,Rebecca,Class 11,G,5721974114,thomas.marshall5850@example.com,G,430141269263,City College,Mathematics,Graduated,A,29725 Ricardo Underpass,27017,Wagnerfurt,Oregon,Egypt
8015,Nicholas,John,Mendoza,Abigail,Class 9,F,3376502927,nicholas.mendoza2000@example.com,F,820109974039,City College,Physics,Graduated,B,52050 Crystal Field Apt. 296,66773,Padillabury,West Virginia,Egypt
8016,Erica,Darrell,Hodges,Alison,Class 8,A,0779719791,erica.hodges7653@example.com,A,079173296591,Global Institute,Computer Science,Inactive,D,954 Pamela Ramp Apt. 780,51328,Wongbury,Wyoming,Argentina
8017,Sarah,Ronald,Mcdaniel,Monica,Class 3,C,9731805463,sarah.mcdaniel7116@example.com,C,880476652604,Tech University,Biotech,Active,E,25795 Hall Ways,24795,West James,Maryland,Turks and Caicos Islands
8018,John,Dennis,Morrison,Mary,Class 7,A,6213761308,john.morrison5266@example.com,A,277068022935,City College,Civil,Graduated,A,62475 Miller Cliffs Suite 159,86914,Trevinoberg,Vermont,Korea
8019,Linda,Antonio,Hahn,Lindsay,Class 4,A,8100436347,linda.hahn632@example.com,A,722822381882,Tech University,Mathematics,Inactive,A,72946 Melissa Wells,62375,Hallmouth,Georgia,Faroe Islands
8020,Alexander,David,Long,Angela,Class 2,A,6206551447,alexander.long7629@example.com,A,701473432784,Global Institute,Electrical,Inactive,D,945 Susan Spur,40403,East Jeremyhaven,Florida,British Indian Ocean Territory (Chagos Archipelago)
8021,Barbara,Renee,Mcdaniel,Elizabeth,Class 4,G,2811729427,barbara.mcdaniel3694@example.com,G,425219312683,Modern Academy,Mechanical,Active,E,41792 Becker Springs Apt. 367,92717,New Evanberg,Hawaii,Mauritius
8022,Susan,Adriana,Scott,Alison,Class 7,D,7484389987,susan.scott837@example.com,D,394240194777,Modern Academy,Mathematics,Inactive,E,82854 Willis Wall,01913,South Stacey,Oklahoma,Trinidad and Tobago
8023,Patricia,Shelly,Johnson,Angela,Class 10,C,0999856111,patricia.johnson3253@example.com,C,781848862193,Global Institute,Electrical,Graduated,B,58386 Monroe Walks Apt. 334,70722,Millerburgh,Nebraska,Georgia
8024,Jacob,Logan,Chapman,Natasha,Class 1,D,5155248017,jacob.chapman3131@example.com,D,160863895029,Global Institute,Computer Science,Inactive,E,5221 Williams Lane Apt. 468,14857,Waynemouth,California,Kiribati
8025,Daniel,Cathy,Bailey,Rachel,Class 9,A,9345905306,daniel.bailey2737@example.com,A,213954942331,Tech University,Computer Science,Inactive,E,517 Christensen Summit Suite 757,60642,Tapiaton,West Virginia,India
8026,Valerie,Steven,Escobar,Mary,Class 12,D,0822674483,valerie.escobar6240@example.com,D,296458123856,City College,Mathematics,Graduated,E,7618 Brennan Falls,47707,Sarahberg,Kentucky,Nauru
8027,Alexander,Crystal,Dennis,Megan,Class 5,G,4163279202,alexander.dennis1759@example.com,G,383330114748,City College,Computer Science,Graduated,E,67487 Fischer Flats,80395,Harrishaven,Georgia,Canada
8028,Kristen,Sarah,Powell,Whitney,Class 12,E,7387750323,kristen.powell937@example.com,E,356402684420,Tech University,Mathematics,Graduated,D,390 Reeves Viaduct,89865,Wellsborough,Wyoming,Sweden
8029,Andrew,David,Parker,Regina,Class 3,D,2803183365,andrew.parker7599@example.com,D,061757273176,National College,Computer Science,Inactive,A,740 Roberts Views Suite 260,03311,Brendaberg,Arizona,Guatemala
8030,William,Deborah,Peters,Tonya,Class 7,C,0787182469,william.peters2964@example.com,C,424182201905,National College,Physics,Active,B,849 Russell Ports,91718,Meyerland,Oklahoma,Guernsey
8031,Benjamin,Amber,Hendricks,Marie,Class 3,D,7781869230,benjamin.hendricks6216@example.com,D,742634596454,National College,Mechanical,Inactive,B,763 Amber Prairie,74105,North Jacob,Vermont,Turkmenistan
8032,Victoria,Anthony,Salazar,Lisa,Class 8,D,3763807052,victoria.salazar8031@example.com,D,943636758810,National College,Computer Science,Graduated,E,8290 Monica Inlet Suite 332,65917,North Ashley,Arkansas,Seychelles
8033,Jose,Bruce,Delgado,Jacqueline,Class 8,C,0567890576,jose.delgado1602@example.com,C,025570796180,National College,Mechanical,Graduated,B,93026 Heather Corner,61043,Martinberg,Georgia,Liberia
8034,Michael,Ralph,Williams,Rebecca,Class 9,G,6241174042,michael.williams2341@example.com,G,247858557510,Global Institute,Electrical,Inactive,E,525 Leslie Highway Apt. 671,02574,East Donald,Delaware,Liberia
8035,Christine,Michelle,Cooley,Alexis,Class 2,H,1966209092,christine.cooley4825@example.com,H,388483438862,Modern Academy,Electrical,Graduated,A,2530 Jones Spur Apt. 491,09954,Mccarthyfort,Washington,Slovakia (Slovak Republic)
8036,Chase,Robin,Flores,Robin,Class 4,H,4672284685,chase.flores2597@example.com,H,482203265336,City College,Electrical,Graduated,B,36763 Pham Spur,03730,Burnsville,Hawaii,Sudan
8037,Tanya,Harry,Johnson,Michele,Class 5,H,3741673724,tanya.johnson6234@example.com,H,517155311760,National College,Mathematics,Inactive,D,2480 Rodriguez Key,21635,Jenniferstad,Nevada,Cambodia
8038,Scott,Anna,Murray,Kristi,Class 2,C,6926579576,scott.murray3119@example.com,C,751544491300,Global Institute,Electrical,Inactive,E,874 Smith Spurs Apt. 916,18478,North Stephanieberg,South Carolina,Nicaragua
8039,Russell,Nicholas,Bartlett,Tracy,Class 11,B,1599031069,russell.bartlett2299@example.com,B,574318669446,Tech University,Electrical,Active,D,920 Randolph Canyon,32093,Kellyburgh,Iowa,Guatemala
8040,Donna,Brandon,Martinez,Elizabeth,Class 1,H,6951054952,donna.martinez5946@example.com,H,869102430266,Global Institute,Civil,Graduated,C,835 Snyder Burg Suite 762,52933,Valerieburgh,Mississippi,French Polynesia
8041,Meghan,David,Porter,Sara,Class 6,F,3259418702,meghan.porter2273@example.com,F,563268865433,National College,Civil,Active,D,73404 Peggy Mountains Suite 552,19602,Turnertown,Colorado,Congo
8042,Jose,Christopher,Carter,Michelle,Class 5,B,8056563196,jose.carter1411@example.com,B,389553161220,Tech University,Computer Science,Graduated,D,85931 Schneider Mountain,24318,Nelsonshire,Colorado,Saint Vincent and the Grenadines
8043,Paul,Mark,Cole,Anna,Class 4,A,8431675171,paul.cole2668@example.com,A,465850783347,Tech University,Mechanical,Graduated,D,390 Julie Walks,96463,East Davidfurt,Colorado,Jersey
8044,Robert,Kimberly,Deleon,Lindsay,Class 9,F,9011174756,robert.deleon442@example.com,F,599673141349,Modern Academy,Computer Science,Inactive,B,47397 Howard Pines,86606,Walkerside,Rhode Island,Norway
8045,Cynthia,Nicholas,Alvarado,Martha,Class 12,G,1414236252,cynthia.alvarado6159@example.com,G,767329914437,Modern Academy,Biotech,Inactive,A,414 Cindy Drive,06669,South Marcuston,North Dakota,South Africa
8046,Jermaine,Jessica,Martin,Tammy,Class 5,C,9235182454,jermaine.martin465@example.com,C,659437771216,Global Institute,Mechanical,Inactive,D,19675 Zachary Walks,49047,New Stephenland,New York,Gambia
8047,Jennifer,Daniel,Conner,Elizabeth,Class 1,F,0816263595,jennifer.conner566@example.com,F,541429909522,Tech University,Computer Science,Active,D,984 Richardson Light,22821,North Kimberly,Tennessee,Tunisia
8048,Joe,Sharon,Dunlap,Eileen,Class 8,B,6349050538,joe.dunlap6001@example.com,B,916525168259,National College,Physics,Active,B,1666 William Rue Suite 347,47105,South Chad,Alaska,Papua New Guinea
8049,Michael,Nathan,Bowman,Grace,Class 3,D,4265501776,michael.bowman9872@example.com,D,283239934706,Tech University,Biotech,Active,A,0097 Bright Port Suite 034,72325,Williamstad,Idaho,Ireland
8050,David,Judith,Hamilton,Carla,Class 12,E,7504712864,david.hamilton687@example.com,E,193873759988,Global Institute,Civil,Active,E,14492 Karen Ranch Suite 963,11291,Zhangside,Nevada,Cocos (Keeling) Islands
8051,Evelyn,Andres,Robinson,Denise,Class 12,G,2910361232,evelyn.robinson5622@example.com,G,548888279298,Global Institute,Physics,Inactive,C,57810 Hall Forge Suite 570,88225,Davidborough,Wisconsin,Slovakia (Slovak Republic)
8052,Jenna,Rachel,Cooper,Kimberly,Class 12,B,1776764500,jenna.cooper6851@example.com,B,931942743312,National College,Mechanical,Active,E,777 Amanda Shoals,14990,Thomasside,Wisconsin,Croatia
8053,Emily,Billy,Thomas,Susan,Class 6,E,5277014383,emily.thomas6987@example.com,E,878062639079,National College,Civil,Inactive,B,443 Ethan Harbors Suite 201,99601,Deborahtown,Washington,Saint Kitts and Nevis
8054,Thomas,Jennifer,Rich,Stephanie,Class 10,A,0179423764,thomas.rich7851@example.com,A,605497231293,Tech University,Electrical,Inactive,B,9633 Pedro Keys,25361,South Jean,Delaware,United Arab Emirates
8055,Jamie,Elizabeth,Ryan,Adriana,Class 10,G,4974873349,jamie.ryan1301@example.com,G,259836233266,City College,Computer Science,Inactive,C,669 Michael Landing,64278,Chavezbury,Arkansas,Reunion
8056,Jason,David,Hickman,Joan,Class 4,C,4990511302,jason.hickman1988@example.com,C,467938638490,City College,Mechanical,Active,B,0493 Laura Brooks,11666,Port Johnland,Vermont,Mauritius
8057,Gregory,Stacey,Carter,Renee,Class 8,H,7264754748,gregory.carter6160@example.com,H,560802795729,Modern Academy,Civil,Graduated,D,05576 Wallace Canyon,87896,Port Edwardport,New Mexico,Syrian Arab Republic
8058,Charles,Ian,Booth,Kelly,Class 6,D,2624251066,charles.booth9231@example.com,D,634921770839,Global Institute,Mathematics,Active,A,305 Bryan Mission Suite 499,35195,North Wesleyborough,Louisiana,Gambia
8059,Jennifer,Jennifer,Morris,Stephanie,Class 12,A,5790055163,jennifer.morris3495@example.com,A,846664968823,Modern Academy,Biotech,Inactive,C,17264 Chang Plains,78371,East Jeffreyport,Minnesota,Greece
8060,Christopher,Eric,Smith,Jamie,Class 5,E,9108592950,christopher.smith4856@example.com,E,108929268489,Tech University,Mathematics,Active,D,9015 Carrie Tunnel,36385,North Lisastad,Kansas,Macao
8061,Kathryn,Nathan,Velasquez,Jo,Class 8,B,0295471713,kathryn.velasquez7069@example.com,B,443772676559,City College,Mathematics,Active,D,8931 Erin Glens,60210,Armstrongfort,Alaska,Bouvet Island (Bouvetoya)
8062,Lisa,Brooke,Baker,Joy,Class 7,C,2576378254,lisa.baker329@example.com,C,827802380059,Global Institute,Mathematics,Inactive,A,680 Harris Port Suite 709,80808,West Shelia,Florida,American Samoa
8063,Emily,Stephanie,Donovan,Michelle,Class 4,D,5035586463,emily.donovan5378@example.com,D,526006793838,National College,Mechanical,Active,C,0627 Austin Prairie Apt. 811,08771,South Anthony,Virginia,Palau
8064,Lindsey,Daniel,Hernandez,Christy,Class 6,G,6854795407,lindsey.hernandez8088@example.com,G,935181502158,Tech University,Biotech,Inactive,E,54724 Stephen Forks,65316,New Jessicaport,Tennessee,Dominican Republic
8065,Robert,Ronald,Vincent,Jill,Class 4,F,2066902089,robert.vincent2928@example.com,F,520615792581,City College,Biotech,Active,B,60588 Veronica Freeway,29925,Port Angelatown,Washington,Montenegro
8066,Tracy,Heather,Wiggins,Katie,Class 3,E,2182615712,tracy.wiggins3209@example.com,E,804345795026,National College,Biotech,Inactive,B,20562 Mckay Park,74717,South Brianside,North Carolina,Guam
8067,Pamela,Anthony,Carrillo,Emma,Class 6,D,9820982780,pamela.carrillo396@example.com,D,072919397606,National College,Computer Science,Inactive,B,0437 Jeffrey Light Suite 914,07844,Port Williamstad,Idaho,Macao
8068,Steven,Melinda,Roberson,Tammy,Class 9,E,9216014284,steven.roberson5458@example.com,E,920692195263,Tech University,Electrical,Active,C,122 Navarro Roads,29234,Lake Juan,Ohio,Belize
8069,Raymond,John,Ball,Denise,Class 7,B,5047960319,raymond.ball1329@example.com,B,859917630067,City College,Electrical,Graduated,B,666 Jillian Union Suite 700,69493,North Derrickhaven,Nevada,Solomon Islands
8070,Daniel,Jason,Dodson,Rebecca,Class 12,B,9593199850,daniel.dodson3731@example.com,B,736327395210,Tech University,Physics,Graduated,E,047 Lauren Mission Suite 510,93474,Jeffreychester,Indiana,Bhutan
8071,Jasmine,Thomas,Juarez,Briana,Class 1,F,4123303321,jasmine.juarez5344@example.com,F,665857540723,City College,Civil,Inactive,E,1104 Gloria Dam,38315,Michelefurt,Tennessee,Pitcairn Islands
8072,Nicole,Stephen,Ochoa,Kristina,Class 1,A,3490663511,nicole.ochoa9634@example.com,A,388579698404,City College,Electrical,Inactive,D,5320 Jennifer Mall,86247,Hubbardberg,Wyoming,Nigeria
8073,Joanne,Kristina,Lewis,Amber,Class 6,D,1067863352,joanne.lewis9871@example.com,D,954022948775,Modern Academy,Electrical,Inactive,D,619 Jones Causeway,15504,Lake Xaviershire,New Mexico,Syrian Arab Republic
8074,Pamela,Audrey,Turner,Amber,Class 12,H,3129098276,pamela.turner9587@example.com,H,469847026994,City College,Computer Science,Active,E,06787 Mark Lakes Apt. 872,04260,Port Sean,Illinois,Jersey
8075,Gilbert,Robert,Gentry,Kelsey,Class 5,A,6112194757,gilbert.gentry5881@example.com,A,268772390457,Tech University,Computer Science,Inactive,B,9608 Victor Hill Apt. 173,57708,Mitchellmouth,Florida,Oman
8076,Michelle,Alexander,Carpenter,Morgan,Class 12,F,3812048221,michelle.carpenter3426@example.com,F,183170954440,National College,Electrical,Active,C,69375 Bennett Stream,08731,North Richard,Kentucky,Slovenia
8077,Rebecca,Joseph,Roberts,Amanda,Class 1,C,4956225334,rebecca.roberts9323@example.com,C,220905008829,Global Institute,Physics,Inactive,E,929 Joseph Summit,04466,Jayborough,Colorado,Turks and Caicos Islands
8078,Jonathan,Jessica,Gardner,Alyssa,Class 8,C,1183454888,jonathan.gardner2588@example.com,C,880376486515,National College,Civil,Graduated,B,45829 Davis Drive,69083,West Jessicafurt,Kansas,Poland
8079,Michael,Dana,Berry,Laura,Class 1,C,0266308372,michael.berry4221@example.com,C,234828001155,Tech University,Mechanical,Graduated,C,25994 Bush Bypass Apt. 266,44855,South Gregory,Maryland,Timor-Leste
8080,Michelle,Caitlin,Ramos,Angela,Class 9,G,0701248392,michelle.ramos3178@example.com,G,287148541381,Tech University,Mechanical,Active,D,913 Carolyn Forges,86446,Davidfort,North Dakota,Egypt
8081,Denise,Kristy,Wilson,Sara,Class 4,A,8747675811,denise.wilson2661@example.com,A,529727531317,Modern Academy,Biotech,Graduated,D,65513 John Road,18938,East Michele,Ohio,Lesotho
8082,Misty,Donald,Smith,Kayla,Class 10,H,2876547512,misty.smith1647@example.com,H,606500058543,Tech University,Mathematics,Inactive,C,5512 Brown Passage,95411,New Codymouth,Louisiana,Iceland
8083,Christopher,Maxwell,Warner,Leslie,Class 6,H,7448292718,christopher.warner9734@example.com,H,058384223019,National College,Computer Science,Graduated,A,13921 James Springs Suite 899,27095,Youngstad,Massachusetts,Kiribati
8084,Gregory,Jasmine,Lambert,Ashley,Class 8,D,8185571955,gregory.lambert1211@example.com,D,046628250762,Global Institute,Civil,Inactive,B,412 Daniel Pass,52168,South Michaelville,Florida,Macao
8085,Angelica,Jessica,Hatfield,Lisa,Class 1,A,0012269172,angelica.hatfield3842@example.com,A,462988735843,City College,Civil,Inactive,B,86347 Montoya Keys,70578,Moraleschester,Nevada,Korea
8086,Eric,Erin,Garrett,Sandra,Class 9,H,8192915170,eric.garrett9845@example.com,H,719819164711,National College,Computer Science,Active,A,9382 Timothy Drive Suite 129,77403,Port Donnafort,Maine,Grenada
8087,Mary,Timothy,Estrada,Andrea,Class 3,H,0214085658,mary.estrada5528@example.com,H,237206288977,Modern Academy,Electrical,Graduated,D,0822 Russell Keys Apt. 602,67207,West Jeremy,Iowa,Argentina
8088,John,Shelley,Roberts,Amy,Class 1,A,5952583057,john.roberts8949@example.com,A,490470243469,Global Institute,Physics,Inactive,D,6713 Davila Island Suite 945,32731,South Elizabeth,Hawaii,British Virgin Islands
8089,Rebecca,Betty,Smith,Lauren,Class 1,H,4412719114,rebecca.smith2568@example.com,H,408928591702,City College,Electrical,Inactive,D,18829 Johnson Court Suite 544,58171,Andersonmouth,New Jersey,Singapore
8090,Brett,Kari,Freeman,Rachel,Class 9,E,2988170289,brett.freeman6991@example.com,E,763879789122,City College,Mathematics,Graduated,E,76772 Mcbride Oval,36038,Morriston,Nebraska,French Southern Territories
8091,James,Timothy,Ross,Tina,Class 7,F,6098135058,james.ross6868@example.com,F,192438278617,Tech University,Mechanical,Graduated,D,8220 Howard Glen Suite 719,53170,Sparkshaven,West Virginia,Christmas Island
8092,Alicia,Gary,Munoz,Kelly,Class 8,D,5095421223,alicia.munoz7714@example.com,D,765569754786,Tech University,Biotech,Active,E,7896 Steven Ridges,07516,New Corey,Pennsylvania,Iceland
8093,Robert,Gina,Howard,Ashley,Class 1,A,1638858366,robert.howard7794@example.com,A,456107279615,City College,Biotech,Active,B,659 Jacob Vista,91520,North Billy,South Carolina,Chad
8094,Brendan,Christopher,Wood,Jennifer,Class 4,D,0583151148,brendan.wood2301@example.com,D,836991042540,National College,Computer Science,Active,A,1124 Rachel Alley Apt. 256,36599,New Sharon,Louisiana,Korea
8095,James,Aaron,Le,Emily,Class 7,H,9851788660,james.le5074@example.com,H,664682795821,National College,Biotech,Active,C,3857 Collins Harbors Suite 047,65368,Sydneyport,South Dakota,Somalia
8096,Emily,Lindsay,Hall,Stacy,Class 12,A,5342017248,emily.hall454@example.com,A,667119377118,Tech University,Mechanical,Active,B,37387 Hunter Rest,01698,Suzanneborough,Michigan,United Kingdom
8097,Kelly,Alan,Cohen,Rachel,Class 7,H,8543653833,kelly.cohen6178@example.com,H,742949169502,City College,Biotech,Graduated,A,1078 Tyler Landing,58825,Port Rebecca,New Hampshire,Pakistan
8098,Shane,Ashley,Todd,Sharon,Class 10,G,6443848210,shane.todd3228@example.com,G,249766082044,Tech University,Physics,Graduated,B,098 Elliott Springs,41227,Jessetown,Illinois,Norfolk Island
8099,Alexander,Kathy,Perkins,Diana,Class 10,A,3783475242,alexander.perkins5594@example.com,A,644265386788,National College,Biotech,Graduated,B,8365 Colleen Roads Apt. 053,42879,Thomasshire,Hawaii,Vanuatu
8100,Gregory,Mary,Baldwin,Rhonda,Class 1,H,5212722371,gregory.baldwin5070@example.com,H,824417232252,City College,Physics,Inactive,D,122 Jessica Stream Apt. 880,22158,Smithville,Wyoming,Canada
8101,Nicole,Timothy,Olsen,Marie,Class 12,G,4577827685,nicole.olsen8672@example.com,G,689260035276,Tech University,Civil,Inactive,D,6500 Sally Pass,52748,East Andrew,Arizona,Liechtenstein
8102,William,Alex,Miller,Julie,Class 2,A,3932978842,william.miller4010@example.com,A,736242329957,National College,Mechanical,Active,C,9977 Faith Land Apt. 177,63598,Pamelaborough,South Dakota,Pitcairn Islands
8103,Jennifer,Brian,Tucker,Jill,Class 7,B,3201960570,jennifer.tucker4784@example.com,B,987728376485,Modern Academy,Mechanical,Inactive,D,604 Miranda Parkway,17569,Doylebury,Delaware,Netherlands Antilles
8104,Diamond,Gregory,French,Melinda,Class 11,D,4790136148,diamond.french8170@example.com,D,116504778737,Tech University,Biotech,Active,D,392 Green Prairie Apt. 523,11801,East Laura,Kansas,Tokelau
8105,Anthony,Felicia,Garza,Jasmin,Class 11,D,0860370081,anthony.garza7826@example.com,D,849671450668,Tech University,Mathematics,Graduated,B,46181 Nathan Trail,31584,New Kurtton,Mississippi,Greece
8106,Susan,Paul,Williams,Tina,Class 2,A,7017923844,susan.williams4532@example.com,A,873261646374,Global Institute,Physics,Graduated,D,282 Gregory Forest,15619,North Robert,Texas,Micronesia
8107,Jessica,John,Valdez,Lauren,Class 2,A,5495031069,jessica.valdez1990@example.com,A,425003628409,Tech University,Computer Science,Inactive,B,216 Charles Springs,06454,Emilyview,Massachusetts,Maldives
8108,Heidi,David,Thomas,Michelle,Class 8,C,6762913361,heidi.thomas8461@example.com,C,764889734950,City College,Mechanical,Graduated,A,2619 Thomas Ways,92442,South Daltonberg,Hawaii,Antigua and Barbuda
8109,Angel,John,Adams,Carla,Class 12,D,4152887641,angel.adams5043@example.com,D,800819340976,Global Institute,Biotech,Active,D,145 Mark Landing,64278,Wardfort,Texas,Italy
8110,Alan,Kenneth,Sanchez,Jennifer,Class 4,B,8084826572,alan.sanchez7728@example.com,B,096529311081,National College,Computer Science,Graduated,A,94100 Schmidt Neck Apt. 500,74616,East Ashleymouth,Connecticut,Liechtenstein
8111,Jill,Andrew,Foster,Lisa,Class 4,H,1228033944,jill.foster4515@example.com,H,788304109981,Global Institute,Mechanical,Inactive,A,80654 Jacobs Key Suite 895,50688,Harmonchester,Missouri,Liechtenstein
8112,Susan,Tara,Smith,Claire,Class 9,D,7539413534,susan.smith7776@example.com,D,979487257773,Modern Academy,Electrical,Active,C,00488 Samuel Neck,85660,East Paul,Rhode Island,Faroe Islands
8113,Leslie,Jeffrey,Franklin,Carla,Class 4,F,0730007122,leslie.franklin4011@example.com,F,123080187373,City College,Computer Science,Graduated,B,750 Vargas Ramp Apt. 528,44287,Port Natalieland,Nebraska,Guadeloupe
8114,Samantha,Richard,Contreras,Jessica,Class 11,C,6632402769,samantha.contreras1802@example.com,C,781182054905,City College,Mathematics,Graduated,C,1327 George Hills,90426,North Kyleton,Kentucky,France
8115,Jeremy,Sean,Davenport,Samantha,Class 10,G,2365641614,jeremy.davenport7099@example.com,G,305329086942,Modern Academy,Computer Science,Active,D,9342 Tyler Hollow,58986,West Sara,Texas,Guam
8116,Brandon,Craig,Bishop,Joanna,Class 9,D,6095386422,brandon.bishop2877@example.com,D,127416300496,Global Institute,Biotech,Active,B,0443 Malone Spur,39806,Lake Thomasborough,Nebraska,Barbados
8117,Melissa,Julie,Jenkins,Allison,Class 10,C,7599134984,melissa.jenkins112@example.com,C,785681677714,Modern Academy,Mathematics,Inactive,B,038 Kaiser Extension,38265,North Valeriefort,Alabama,Malaysia
8118,Gabriela,Kelly,Martin,Renee,Class 12,H,3534728907,gabriela.martin1229@example.com,H,366581989476,Tech University,Electrical,Active,A,2588 Thomas Pines Suite 604,80822,North Kent,Georgia,Iceland
8119,Jessica,Dominique,Vaughn,Allison,Class 8,H,9123815036,jessica.vaughn6158@example.com,H,550258056941,National College,Civil,Graduated,A,698 Vargas Gardens Apt. 179,10347,Jonesfurt,North Carolina,British Virgin Islands
8120,Matthew,Lindsay,Ali,Ann,Class 1,A,1759552018,matthew.ali8833@example.com,A,939444339827,Tech University,Electrical,Active,C,714 Ashley Lakes Suite 553,45848,Patriciafort,Utah,Morocco
8121,Keith,Joshua,Garcia,Tammy,Class 2,F,1790678933,keith.garcia3930@example.com,F,657038394797,City College,Computer Science,Graduated,E,03181 Stephanie Walks,76662,Martinezland,Missouri,Finland
8122,Michael,Joe,Adams,Heather,Class 1,E,9310722814,michael.adams9030@example.com,E,225638301139,National College,Mechanical,Active,C,635 Elizabeth Terrace,80388,New Calebside,Texas,Finland
8123,Richard,Joseph,Morgan,Amy,Class 1,H,4892891034,richard.morgan5317@example.com,H,408471142244,National College,Computer Science,Active,E,14531 Powell Pine Apt. 553,60826,West Rhondaberg,Arkansas,Guernsey
8124,Vanessa,Kevin,Williams,Lindsey,Class 9,B,7637845683,vanessa.williams461@example.com,B,889460808521,Global Institute,Computer Science,Inactive,E,35754 Tony River Suite 560,26793,Williamport,Hawaii,Mauritius
8125,Matthew,Elizabeth,Torres,Kathleen,Class 8,B,2053649668,matthew.torres3890@example.com,B,306308004484,Tech University,Civil,Active,D,413 Amy Mission,99028,Ellenbury,Virginia,Puerto Rico
8126,Sheri,Eric,Frank,Lisa,Class 8,E,1378092629,sheri.frank3409@example.com,E,317520567934,Modern Academy,Physics,Active,C,544 Hill Grove,44899,Port Jamesberg,Vermont,Spain
8127,Patricia,Jason,Holmes,Kelsey,Class 7,C,0917555369,patricia.holmes8602@example.com,C,284926058908,Tech University,Electrical,Inactive,B,839 Tiffany Freeway,96657,Carlsonland,Massachusetts,Iceland
8128,David,Amanda,Cooper,Karen,Class 1,G,3516649927,david.cooper5986@example.com,G,214879395084,National College,Computer Science,Inactive,A,8314 Amy Fords Suite 703,91438,New Jacquelinemouth,Idaho,Botswana
8129,Rebecca,Julie,Nelson,Megan,Class 2,F,8808047029,rebecca.nelson1893@example.com,F,789330398565,Global Institute,Civil,Inactive,A,733 Jennifer Glens,19733,Keithview,New Jersey,Egypt
8130,Mary,Michael,Smith,Andrea,Class 11,D,9128144888,mary.smith6073@example.com,D,474107602791,Modern Academy,Mathematics,Graduated,E,12552 Rachel Way,12424,Jamesburgh,New Hampshire,Liberia
